Publication Number,DWPIManualCodes
US8719159B2,T05-L01D
US8738526B2,T01-N01A1
US8738526B2,T01-N01D
US8738526B2,T01-S03
US8738526B2,T05-L01D
US8738526B2,T05-L02
US8738526B2,T05-L03C1
EP3039633A4,T01-N01A1
EP3039633A4,T01-N01D
EP3039633A4,T01-S03
EP3039633A1,T01-N01A1
EP3039633A1,T01-N01D
EP3039633A1,T01-S03
US8249990B2,T01-N01A1
US8249990B2,T01-N01D
US8249990B2,T01-S03
US10380577B2,T01-C03C
US10380577B2,T01-J05A1
US10380577B2,T01-J05A2
US10380577B2,T05-L01D
US9471917B2,T01-C03C
US9471917B2,T01-J05A1
US9471917B2,T01-J05A2
US9471917B2,T05-L01D
US10366393B2,T01-C03A
US10366393B2,T01-J05B4P
US10366393B2,T01-N01A1
US10366393B2,T01-N02A3
US10366393B2,T01-N02B1B
US10366393B2,T01-S03
US9818106B2,T01-J05A2
US9818106B2,T01-N01A1
US9818106B2,T01-N01A2
US9818106B2,T01-S03
US9818106B2,T04-K03A
US9928480B2,T01-E01A
US9928480B2,T01-J05B4P
US9928480B2,T01-N01A2
US9928480B2,T01-N01D2
US9928480B2,T01-N01D3
US9928480B2,T01-N02A2C
US9928480B2,T01-N03A3
US9928480B2,T01-S03
US9928507B2,T01-C08A
US9928507B2,T01-J04B2
US9928507B2,T01-J05A
US9928507B2,T01-N01A1
US9928507B2,T01-S03
US9928507B2,W01-C01D3C
US9928507B2,W01-C02B9
US9916619B2,T01-J05B4P
US9916619B2,T01-M06A1
US9916619B2,T01-N01A1
US9916619B2,T01-N02B1B
US9916619B2,T01-S03
US9916619B2,W01-C01D3C
US9916619B2,W01-C01G8
US9916619B2,W01-C01P2
US10586225B2,T01-F05B2
US10586225B2,T01-N01A1
US10586225B2,T01-N01D3A
US10586225B2,T01-N02A3
US10586225B2,T01-S03
US10580070B2,T01-F05B2
US10580070B2,T01-J20B1
US10580070B2,T01-N01A1
US10580070B2,T01-N01D3
US10580070B2,T01-S03
US10579985B2,T01-F05B2
US10579985B2,T01-J05B4P
US10579985B2,T01-J07D3
US10579985B2,T01-N01A1
US10579985B2,T01-N01A2D
US10579985B2,T01-N03A1
US10579985B2,T01-N03A2
US10579985B2,T01-S03
US10579985B2,X23-P06
US10552839B2,T01-J07D1
US10552839B2,T01-J12B1
US10552839B2,T01-J12C1
US10552839B2,T01-N01A1
US10552839B2,T01-N01B1
US10552839B2,T01-N01D1B
US10552839B2,T01-N01D3
US10552839B2,T01-N02B1E
US10552839B2,T01-S03
US10552839B2,W01-C01D3C
US10552839B2,W01-C01G8A
US10552839B2,W01-C01G8S
US10552839B2,W04-X02
US10068233B2,T01-N01D1B
US10068233B2,T01-S03
US10068233B2,W01-C01B5A
US10068233B2,W01-C01D3C
US10068233B2,W01-C01G8A
US10068233B2,W01-C05B6
US9734499B2,T01-N01D1B
US9734499B2,T01-S03
US9734499B2,W01-C01B5A
US9734499B2,W01-C01D3C
US9734499B2,W01-C01G8A
US9734499B2,W01-C05B6
US10068289B2,T01-J07D1
US10068289B2,T01-N01A1
US10068289B2,T01-S03
US10068289B2,T05-L01B
US10068289B2,T05-L01D
US9684931B2,T01-J11E
US9684931B2,T01-N01A1
US9684931B2,T01-S03
US9123039B2,T01-N01A1
US9123039B2,T01-N02A2A
US9123039B2,T01-S03
US9123039B2,W01-A06B7E
US9123039B2,W01-C01D3C
US10296892B2,T01-N01A1
US10296892B2,T01-N01D
US10296892B2,T01-S03
US10275757B2,T01-N01A1
US10275757B2,T01-N01A2
US10275757B2,T01-N02A3C
US10275757B2,T01-N02B1B
US10275757B2,T01-S03
US9760879B2,T01-N01A1
US9760879B2,T01-N01C
US9760879B2,T01-N02B1B
US8515871B2,T01-J05A1
US8515871B2,T01-J05B4P
US8515871B2,T01-J12C
US7742985B1,T01-J07D1
US7742985B1,T01-J12B1
US7742985B1,T01-N01A1
US7742985B1,T01-N01D
US7742985B1,T01-S03
US7536336B1,T01-J05A
US10242350B2,T01-N01A1
US10242350B2,T01-N01A2D
US10242350B2,T01-N01B1
US10242350B2,T01-S03
US10242350B2,W04-X02
US10235718B2,T01-J12
US10235718B2,T01-N01A1
US10235718B2,T01-N01D2
US10235718B2,T01-N02A3C
US10235718B2,T01-S03
US10223676B2,T01-H07C5E
US10223676B2,T01-J05A1
US10223676B2,T01-J05B4P
US10223676B2,T01-J12C
US10223676B2,T01-S03
US10223676B2,T05-L02
US10217124B2,T01-J11E
US10217124B2,T01-N01A
US10217124B2,T01-N01D
US10217124B2,T01-N02B1F
US10217124B2,T01-S03
US10055736B2,T01-C03A
US10055736B2,T01-J05B4P
US10055736B2,T01-N01A1
US10055736B2,T01-S03
WO2016109080A1,T01-C03A
WO2016109080A1,T01-J05B4P
WO2016109080A1,T01-N01A1
WO2016109080A1,T01-S03
WO2016099870A1,T01-D01
WO2016099870A1,T01-N01A1
WO2016099870A1,T01-N01D
WO2016099870A1,T01-N02A3
WO2016099870A1,T01-S03
WO2016099870A1,T05-L02
WO2016099870A1,W04-X03G1
WO2016099870A1,W04-X03G4
US8010446B2,T01-N01A1
US8010446B2,T05-L02
WO2016109099A3,T01-N01A1
WO2016109099A3,T01-N02A3C
WO2016109099A3,T01-S03
WO2016109099A2,T01-N01A1
WO2016109099A2,T01-N02A3C
WO2016109099A2,T01-S03
US9978076B2,T01-F05B2
US9978076B2,T01-N01A1
US9978076B2,T01-S03
US9978076B2,T05-L02
US7191151B1,T01-N01A1
US7191151B1,T01-N01A2F
US7191151B1,T01-N01A2J
US7191151B1,T01-N01D
US7191151B1,T01-N02B1B
US7191151B1,T01-S03
US7191151B1,T05-L02
US10402898B2,T01-E01
US10402898B2,T01-N01A
EP3172715A4,T01-J17
EP3172715A4,T01-N01A1
EP3172715A4,T01-N01D3
EP3172715A4,T01-S03
EP3172715A4,T05-L02
EP3172715A4,T05-L03A1
EP3172715A4,T05-L03C5
EP3172715A4,W01-A06G5C
EP3172715A4,W01-A06G5E
EP3172715A4,W01-C01D3C
EP3172715A1,T01-J17
EP3172715A1,T01-N01A1
EP3172715A1,T01-N01D3
EP3172715A1,T01-S03
EP3172715A1,T05-L02
EP3172715A1,T05-L03A1
EP3172715A1,T05-L03C5
EP3172715A1,W01-A06G5C
EP3172715A1,W01-A06G5E
EP3172715A1,W01-C01D3C
US9536240B2,T01-J17
US9536240B2,T01-N01A1
US9536240B2,T01-N01D3
US9536240B2,T01-S03
US9536240B2,T05-L02
US9536240B2,T05-L03A1
US9536240B2,T05-L03C5
US9536240B2,W01-A06G5C
US9536240B2,W01-A06G5E
US9536240B2,W01-C01D3C
US10102517B2,T01-N01A1
US10102517B2,T01-N01A2D
US10102517B2,T01-N02A3C
US10102517B2,T01-N02B1B
US10102517B2,T01-S03
US9852463B2,T01-C03C
US9852463B2,T01-J08A2
US9852463B2,T01-N01A1
US9852463B2,T01-N01D3
US9852463B2,T01-S03
US9858555B2,T01-N01A1
US9858555B2,T01-S03
US9454753B2,T01-N01A1
US9454753B2,T01-N02A3C
US9454753B2,T01-N02B1B
US9454753B2,T01-S03
US10346828B2,T01-J10B2
US10346828B2,T01-N01A1
US10346828B2,T01-N02A3C
US10346828B2,T01-N02B2A
US10346828B2,T01-S03
WO2016073961A1,T01-J10B2
WO2016073961A1,T01-N01A1
WO2016073961A1,T01-N02A3C
WO2016073961A1,T01-N02B2A
WO2016073961A1,T01-S03
US10339505B2,T01-J20B1
US10339505B2,T01-N01D
US10339505B2,T01-S03
US10152699B2,T01-N01A1
US10032159B2,T01-N01A1
US10032159B2,T01-N02A3
US10032159B2,T01-S03
US10037530B2,T01-N01A1
US10037530B2,T01-N01A2D
US10037530B2,T01-N01D3
US10037530B2,T01-S03
US10496978B2,T01-N01A1
US10496978B2,T01-N01C
US10496978B2,T01-N03A2
US9576284B2,T01-N01A1
US9576284B2,T01-N01C
US9576284B2,T01-N03A2
US9576320B2,T01-J07D1
US9576320B2,T01-N01A1
US9576320B2,T01-N01D3
US9576320B2,T01-N02B1F
US9576320B2,T01-S03
US9547862B2,T01-N01A1
US9547862B2,T01-N01A2D
US9547862B2,T01-N02A3
US9547862B2,T01-N02B1B
US9547862B2,T01-N02B2
US9547862B2,T01-S03
US9547862B2,W02-C02
US9558478B2,T01-N01A1
US9558478B2,T01-N01D
US9558478B2,T01-S03
US10535049B2,T01-N01A1
US10535049B2,W01-C05B1A
US10535049B2,W01-C05B6
US10521792B2,T01-F05G
US10521792B2,T01-J05A1
US10521792B2,T01-S03
US10521792B2,T05-L01B
US10521792B2,T05-L01D
US10521792B2,T05-L02
US10521792B2,T05-L03C5
US10515345B2,T01-J05A
US10499224B2,T01-F01B1
US10499224B2,T01-J12C
US10499224B2,T01-N01A1
US10499224B2,T01-N01E
US10499224B2,T01-N02A3C
US10499224B2,T01-N02B1B
US10499224B2,T01-N02B2B
US10499224B2,T01-S03
US10499224B2,W01-A06B8A
US10499224B2,W01-A06C4A
US10499224B2,W01-C05B6
US10499224B2,W02-C03
US10499224B2,W06-A01A
US10496979B2,T01-J05B4P
US10496979B2,T01-J08A2
US10496979B2,T01-N01A1
US10496979B2,T01-N01D3
US10496979B2,T01-N02B1B
US10496979B2,T04-F02A2
US10496979B2,W01-A06C4
US10496979B2,W01-C01B8H
US10496979B2,W01-C01D3C
US10496979B2,W01-C01G8
US10496979B2,W01-C01P2
US10496979B2,W01-C01Q6A
US9710805B2,T01-J03
US9710805B2,T01-N01A1
US9710805B2,T01-N01D3
US9710805B2,T01-S03
US9262758B2,T01-J05A
US9262758B2,T01-N01A1
US9262758B2,T01-S03
US8433648B2,T04-B
US8433648B2,T05-L01A
US8433648B2,T05-L01C
US8417637B2,T01-J05A1
US8417637B2,T01-J05B4P
US8417637B2,T01-J12C
WO2020046987A1,T01-J05B2
WO2020046987A1,T01-J10B2
WO2020046987A1,T01-N01A1
WO2020046987A1,T01-N02A3C
WO2020046987A1,T01-N02B2A
WO2020046987A1,T01-S03
US9959540B2,T01-C03A
US9959540B2,T01-C03C
US9959540B2,T01-J05B4P
US9959540B2,T01-N01A1
US9959540B2,T01-N01D
US9959540B2,T01-N02B1B
US9959540B2,T01-S03
US9430759B2,T01-J05B4P
US9430759B2,T01-N01A1
US9412132B2,T01-J07D1
US9412132B2,T01-J11E
US9412132B2,T01-N01A1
US9412132B2,T01-S03
US9412132B2,T05-L01D
US9330387B2,T01-C08A
US9330387B2,T01-D01
US9330387B2,T01-J05B4P
US9330387B2,T01-N01A1
US9330387B2,T01-S03
US9330387B2,W01-A05A
US9330387B2,W01-C02B9
US9317841B2,T01-N01A1
US9317841B2,T01-N02A2C
US9317841B2,T01-N02A3C
US9317841B2,T01-S03
US10127540B2,T01-N01A1
US10127540B2,T01-N02A3
US8296204B2,T01-J05A1
US8296204B2,T01-J05A2
US8296204B2,T01-J12C
US8296204B2,T01-S03
US10380671B2,T01-J05B4M
US10380671B2,T01-N01A
US10380671B2,T01-N02A3
US10380671B2,T01-N03A2
US10360619B2,S02-B08G
US10360619B2,T01-S03
US10360619B2,W01-A06C4
US9299096B2,T01-E01B
US9299096B2,T01-J20B1
US9299096B2,T01-N01A1
US9299096B2,T01-N01D
US9299096B2,T01-S03
US9299096B2,W01-C01D3C
US9299096B2,W01-C01G8
US9299096B2,W01-C01P2
US10475096B2,T01-N01A
US10475096B2,T01-N02A3C
US10475096B2,T01-S03
US10475003B2,T01-J05A1
US10475003B2,T01-S03
WO2016145459A1,T01-J05A1
WO2016145459A1,T01-S03
US10319024B2,T01-N01A
US10319024B2,T01-S03
US9495715B2,T01-J05A2A
US9495715B2,T01-S03
US9489700B2,T01-N01A2A
US9489700B2,T01-N01A2E
US9489700B2,T01-N01D
US9489700B2,T01-S03
USRE44502E1,T01-H07C
USRE44502E1,T01-J05A1
USRE44502E1,T05-L02
USRE41619E1,T01-H07C
USRE41619E1,T01-J05A1
USRE41619E1,T05-L02
US10074119B2,T01-J05B4P
US10074119B2,T01-N01A
US10074119B2,T01-N02A3
US10074119B2,T01-S03
US9679316B2,T01-J05B3
US9679316B2,T01-J12
US9679316B2,T01-M06S
US9679316B2,T01-N01A
US9679316B2,T01-N03A2
US9996866B2,T01-J05A
US9996866B2,T01-S03
US10552548B2,T01-J14
US10552548B2,T01-N01A
US10552548B2,T01-N02A2C
US10552548B2,T01-S03
US10552813B2,T01-N01A1
US10552813B2,T01-N01A2E
US10552813B2,T01-N02A3C
US10552813B2,T01-S03
US10600098B2,W01-A06C4
US9911149B2,T01-N01A1
US9911149B2,T01-N02A3C
US9911149B2,T01-N03A2
US9639873B2,T01-N01A
US9639873B2,T01-N03A1
US9639873B2,T01-S03
WO2016153565A1,T01-N01A
WO2016153565A1,T01-N03A1
WO2016153565A1,T01-S03
US9633392B2,T01-J05A2B
US9633392B2,T01-J05B3
US9633392B2,T01-J11E
US9633392B2,T01-J12
US9633392B2,T01-S03
US9760927B2,T01-G08
US9760927B2,T01-N01A
US9760927B2,T01-S03
US9747627B2,T01-J05B4P
US9747627B2,T01-J12D
US9747627B2,T01-N01A1
US9747627B2,T01-N01A2B
US9747627B2,T01-N01A2J
US9747627B2,T01-N01D3
US9747627B2,T01-N02B2
US9747627B2,T01-S03
US9747627B2,T05-L01D
US10289261B2,T01-C03B
US10289261B2,T01-J05A2C
US10289261B2,T01-J10C4A
US10289261B2,T01-J12B1
US10289261B2,T01-M06A1
US10289261B2,T01-N01A1
US10289261B2,T01-S03
US10289261B2,T04-K02B
US10289261B2,T04-K03B
US10282474B2,T01-J05B4P
US10282474B2,T01-N01A
US10282474B2,T01-N01D3
US10282474B2,T01-N03A2
US10282474B2,T01-S03
US10140637B2,T01-E01B
US10140637B2,T01-N01A
US10140637B2,T01-S03
US10140637B2,W01-A06C4
US10134202B2,T01-N01A1
US10134202B2,T01-N01A2
US10121184B2,T01-N01A
US10121184B2,T05-L01D
US10121184B2,W01-C01D3C
US9552144B2,T01-J05B3
US9552144B2,T01-J11E
US9552144B2,T01-J12D
US9552144B2,T01-S03
US10229450B2,T01-N01A
US10229450B2,T01-N02A3
US10229450B2,T01-S03
WO2016109075A1,T01-J05A
WO2016109075A1,T01-J05B4P
WO2016109075A1,T01-M06A1
WO2016109075A1,T01-N01A
WO2016109075A1,T01-S03
WO2016109075A1,W01-C01D3C
WO2015105956A1,T01-J12
WO2015105956A1,T01-N01A
WO2015105956A1,T01-N02B2A
WO2015105956A1,T01-S03
US10102558B2,T01-N01A
US10102558B2,T01-N03A2
US10102558B2,T01-S03
US10417678B2,T01-N01A
US10417678B2,T01-N02A3
US10402883B2,T01-N01A
US10332168B2,T01-N01A
US10332168B2,T01-N02A3C
US10332036B2,T01-N01A2
US10332036B2,T01-N02A3C
US10332036B2,T01-S03
US9256878B2,T01-N01A
US9256878B2,T01-N01D3
US9256878B2,T01-N02B1G
US9256878B2,T01-N02B2A
US10521843B2,T01-J05A
US10521843B2,T01-S03
US9940658B2,T01-J05B4P
US9940658B2,T01-J11E
US9940658B2,T01-J14
US9940658B2,T01-M06A1
US9940658B2,T01-N01A
US9940658B2,T01-N02A2C
US9940658B2,T01-N02A3C
US9940658B2,T01-N02B2
US9940658B2,T01-S03
US10424008B2,T01-N01A4
US10424008B2,T01-N02B1B
US10424008B2,T01-S03
WO2020047155A1,T01-J05A
WO2020047155A1,T01-J12C1
WO2020047155A1,T01-N02B1B
WO2020040678A1,T01-J05A1
WO2020040678A1,T01-J05B4B
WO2020040678A1,T01-S03
WO2020040678A1,T05-L01A
WO2020040678A1,T05-L01D
US9754310B2,T01-N01A
US9754310B2,T01-N02A3C
US9754310B2,T01-S03
US9754276B2,T01-J05A
US10304051B2,T01-J05A
US10304051B2,T01-N01A1
US10304051B2,W01-C01D3C
US10304051B2,W01-C01G8
US10304051B2,W01-C01P2
EP3111396A4,T01-J05A
EP3111396A4,T01-N01A1
EP3111396A4,W01-C01D3C
EP3111396A4,W01-C01G8
EP3111396A4,W01-C01P2
EP3111396A1,T01-J05A
EP3111396A1,T01-N01A1
EP3111396A1,W01-C01D3C
EP3111396A1,W01-C01G8
EP3111396A1,W01-C01P2
WO2015130967A1,T01-J05A
WO2015130967A1,T01-N01A1
WO2015130967A1,W01-C01D3C
WO2015130967A1,W01-C01G8
WO2015130967A1,W01-C01P2
US9652535B2,T01-J05B4P
US9652535B2,T01-N01D2
US9652535B2,T01-N01D3
US9652535B2,T01-N02A2C
US9652535B2,T01-N02A3
US9652535B2,T01-N03A2
US9652535B2,T01-S03
US9672536B2,T01-N01A2D
US9672536B2,T01-N01D3
US9672536B2,T01-N02A3
US9672536B2,T01-S03
US9639852B2,T01-J12B
US9639852B2,T01-J12C1
US9639852B2,T01-N01A1
US9639852B2,T01-N01A2E
US9639852B2,T01-N02A3C
US9639852B2,T01-N02B1B
US9639852B2,T01-N03A1
US9639852B2,T01-S03
US9996861B2,T01-J05B4F
US9996861B2,T01-J07D1
US9996861B2,T01-J10B2
US9996861B2,T01-N01A
US9996861B2,T01-N02A2C
US9996861B2,T01-N02A3C
US9996861B2,T01-N02B1B
US9996861B2,T01-S03
US10055749B2,T01-N01A
US10055749B2,T01-N01D2
US10055749B2,T01-N01D3
US10055749B2,T01-S03
US10558992B2,T01-J12
US10558992B2,T01-N01A1
US10558992B2,T01-N01D3
US10558992B2,T01-S03
US10545968B2,T01-E01B
US10545968B2,T01-J05B4P
US10545968B2,T01-J11E
US10545968B2,T01-J12
US10545968B2,T01-N01A
US10545968B2,T01-N03A2
US10430837B2,T01-N01A2A
US10430837B2,T01-N01A2C
US10438223B2,T01-H07A
US10438223B2,T01-J05A2A
US10438223B2,T01-S03
EP3539014A1,T01-H07A
EP3539014A1,T01-J05A2A
EP3539014A1,T01-S03
WO2018089809A1,T01-H07A
WO2018089809A1,T01-J05A2A
WO2018089809A1,T01-S03
US10445787B2,T01-N01A
US10445787B2,T01-N01D
US10445787B2,T01-N02A3
US10445787B2,T01-S03
US10445787B2,T05-L01D
US10445787B2,T05-L02
US10255623B2,T01-N01A1
US10255623B2,T01-N02A3C
US10242376B2,T01-J05A2C
US10242376B2,T01-N02A3C
US10242376B2,T01-S03
US10242376B2,W06-A03A5R
US10210544B2,T01-J05B4P
US10210544B2,T01-J10E
US10210544B2,T01-N01A
US10210544B2,T01-N01D1B
US10210544B2,T01-N01D3
US10210544B2,T01-N02A2C
WO2016099869A1,T01-J05B4P
WO2016099869A1,T01-J10E
WO2016099869A1,T01-N01A
WO2016099869A1,T01-N01D1B
WO2016099869A1,T01-N01D3
WO2016099869A1,T01-N02A2C
US10217133B2,T01-J05B4P
US10217133B2,T01-N01A
US10217133B2,T01-S03
US10217133B2,W01-C01D3C
US10217133B2,W01-C01G8
US10217133B2,W01-C01P2
US10217133B2,W01-C05B6
EP3022640A4,T01-J05B4P
EP3022640A4,T01-N01A
EP3022640A4,T01-S03
EP3022640A4,W01-C01D3C
EP3022640A4,W01-C01G8
EP3022640A4,W01-C01P2
EP3022640A4,W01-C05B6
EP3022640A2,T01-J05B4P
EP3022640A2,T01-N01A
EP3022640A2,T01-S03
EP3022640A2,W01-C01D3C
EP3022640A2,W01-C01G8
EP3022640A2,W01-C01P2
EP3022640A2,W01-C05B6
US10147102B2,T01-N01A1
US10147102B2,T01-N01A2
US10147102B2,T01-N01D
US10147102B2,T01-S03
WO2016109081A1,T01-C03C
WO2016109081A1,T01-J07D3A
WO2016109081A1,T01-M06S
WO2016109081A1,T01-N01A2
WO2016109081A1,T01-N02A3C
WO2016109081A1,T01-N02B2
WO2016109081A1,T01-S03
WO2016109081A1,W01-A06C4
WO2016109081A1,W01-C01D3C
WO2016109081A1,W01-C01G8S
WO2016109081A1,W01-C01R
WO2016109081A1,W06-B01
WO2016109081A1,W06-C01B7
WO2016109081A1,X23-P06
US9569196B2,T01-F02A
US9569196B2,T01-F03
US9569196B2,T01-F04
US9569196B2,T01-F05F
US9569196B2,T01-J20C
US9569196B2,T01-N03A2
US9569196B2,T01-S03
US9569196B2,W01-C01D3C
US9569196B2,W01-C01G8S
US9569196B2,W01-C01Q3A
US9569196B2,W01-C01Q3E
WO2016099867A1,T01-F02A
WO2016099867A1,T01-F03
WO2016099867A1,T01-F04
WO2016099867A1,T01-F05F
WO2016099867A1,T01-J20C
WO2016099867A1,T01-N03A2
WO2016099867A1,T01-S03
WO2016099867A1,W01-C01D3C
WO2016099867A1,W01-C01G8S
WO2016099867A1,W01-C01Q3A
WO2016099867A1,W01-C01Q3E
US10521826B2,T01-J05B2A
US10521826B2,T01-N01A
US10521826B2,T01-N01D1B
US10521826B2,T01-N01D2
US10521826B2,T01-N02A2C
US10521826B2,T01-N02A3C
US10521826B2,T01-S03
WO2016085881A1,T01-J05B2A
WO2016085881A1,T01-N01A
WO2016085881A1,T01-N01D1B
WO2016085881A1,T01-N01D2
WO2016085881A1,T01-N02A2C
WO2016085881A1,T01-N02A3C
WO2016085881A1,T01-S03
US10528991B2,T01-C04B
US10528991B2,T01-J04B2
US10528991B2,T01-J10B2
US10528991B2,T01-J10B3
US10528991B2,T01-J40C
US10528991B2,T01-N01A
US10528991B2,T01-N01B3
US10528991B2,T04-D03
US10528991B2,W04-W07E1
US10504149B2,T01-N01A2
US10504149B2,T01-N02A3C
US10504149B2,T01-S03
US10504149B2,W01-A06B8E
US10504149B2,W01-A06C4
US10504144B2,T01-N01A
US10504144B2,T01-N02A3C
US10504144B2,T01-N02B2B
US10504144B2,T01-S03
US10332140B2,T01-J05B4M
US10332140B2,T01-N01A
US10332140B2,T01-N02B2A
US10339540B2,T01-E01A
US10339540B2,T01-M02A1
US10339540B2,T01-N01A
US10339540B2,T01-N01C
US10339540B2,T01-N03A2
US10339540B2,T01-S03
US9727877B2,T01-J05B2C
US9727877B2,T01-N01A
US9727877B2,T01-S03
US9727908B2,T01-J05B4P
US9727908B2,T01-J11E
US9727908B2,T01-N01A
US9727908B2,T01-N02A1A
US9727908B2,T01-N02A3
US9727908B2,T01-N03A1
US9727908B2,T01-S03
US9734496B2,T01-N01A1
US9734496B2,T01-S03
US9734496B2,T04-K03A
US9734496B2,W01-C01D3C
US9727616B2,T01-E01A
US9727616B2,T01-J05B4P
US9727616B2,T01-N01A2
US9727616B2,T01-N01B3
US9727616B2,T01-N03A2
US9727616B2,T01-S03
US9734489B2,T01-N01A1
US9721283B2,T01-J05B4P
US9721283B2,T01-N01A2B
US9721283B2,T01-N01A2J
US9721283B2,T01-N02A2A
US9721283B2,T01-N02A3C
US9721283B2,T01-N03A2
US9721283B2,T01-S03
US9721283B2,W01-A06B7E
US9721283B2,W01-C01D3C
US9721283B2,W01-C01G6E
US9262739B2,T01-F05B2
US9262739B2,T01-J05B4P
US9262739B2,T01-N01A
US10078863B2,T01-J05B4P
US10078863B2,T01-J07D1
US10078863B2,T01-J40C
US10078863B2,T01-N01A1
US10078863B2,T01-N01D
US10078863B2,T01-S03
US10078863B2,W01-A07H2A
US10078863B2,W01-C01D3C
US10078863B2,W01-C01G8
US10078863B2,W01-C01P2
US10078863B2,W01-C01R
US10078863B2,W04-W07E1
US10068265B2,T01-E01
US10068265B2,T01-J01
US10068265B2,T01-J05A1
US10068265B2,T01-J05A2C
US10068265B2,T01-M06A1
US10068265B2,T01-S03
US9684912B2,T01-N01A2D
US9684912B2,T01-N02A3
US9684912B2,T01-S03
US9697553B2,T01-N01A
US9697553B2,T01-N02A3C
US9892439B2,T01-C03C
US9892439B2,T01-J07D3
US9892439B2,T01-N01A
US9892439B2,T01-N02A1
US9892439B2,T01-N02A3
US9892439B2,T01-S03
US9892439B2,W01-A06E1C
US9892439B2,W01-A06E1G
US9875472B2,T01-C03C
US9875472B2,T01-J05A
US9875472B2,T01-J07D3A
US9875472B2,T01-S03
US9881331B2,T01-J05A2A
US9881331B2,T01-N02A3C
US9870583B2,T01-J20B1
US9870583B2,T01-N01A
US9870583B2,T01-N02B1C
US9870583B2,T01-N02B2A
US9870583B2,T01-S03
US9875493B2,T01-N01A
US9875493B2,T01-N01D
US9875493B2,T01-N02B1B
US9875493B2,T01-S03
US9269104B2,T01-N01A
US9269104B2,T01-N02A3C
US9269104B2,T01-S03
US9269104B2,W01-C01D3C
US9269104B2,W01-C01G8
US9269104B2,W01-C01P2
US10185966B2,T01-C03A
US10185966B2,T01-N01A
US10185966B2,T01-N01D2
US10185966B2,T01-S03
US10360554B2,T01-N01A1
US10360554B2,T01-N01D
US10360554B2,T01-S03
US10360570B2,T01-F05B2
US10360570B2,T01-J30D
US10360570B2,T01-N01A
US10360570B2,T01-N01B3
US10360570B2,T01-N01D3
US10360570B2,T01-N02B1B
US10360570B2,T01-S03
WO2016145422A1,T01-H01D
WO2016145422A1,T01-J12B1
WO2016145422A1,T01-N01A2E
WO2016145422A1,T01-N01D
WO2016145422A1,T01-S03
US8296187B2,T01-H07C5
US8296187B2,T01-J05A1
US8296187B2,T05-L02
US8296187B2,W01-C05B3C
EP2328123A1,T01-H07C5
EP2328123A1,T01-J05A1
EP2328123A1,T05-L02
EP2328123A1,W01-C05B3C
US7617125B1,T01-H07C5
US7617125B1,T01-J05A1
US7617125B1,T05-L02
US7617125B1,W01-C05B3C
US8301510B2,T01-E01A
US8301510B2,T01-M02A1C
US8301510B2,T01-M06S
US8301510B2,T01-N01A
US8301510B2,T01-N01C
US8301510B2,T01-N02A2A
US8301510B2,T01-N02A3C
US9582817B2,T01-J05B4P
US9582817B2,T01-N01A
US9582817B2,T01-N02B1B
US9582817B2,T01-N02B1F
US9582817B2,T01-N02B2
US10262320B2,T01-D01
US10262320B2,T01-N01A1
US10262320B2,T01-N02B1B
US9547857B2,T01-D01
US9547857B2,T01-N01A1
US9547857B2,T01-N02B1B
US9218624B2,T01-D01
US9218624B2,T01-N01A1
US9218624B2,T01-N02B1B
US9218615B2,T01-J05A2C
US9218615B2,T01-J05B3
US9218615B2,T01-S03
US9218601B2,T01-J12C
US9218601B2,T01-N01A
US9218601B2,T01-N02B1B
US9218601B2,T01-N03A1
US9218601B2,T01-S03
WO2020006523A1,T01-J05B4P
WO2020006523A1,T01-N01A
WO2020006523A1,T01-N02A3
WO2020006523A1,T01-N03A2
WO2020006523A1,T01-S03
US10475007B2,T01-N01A1
US10475007B2,T01-N01D3
US10475007B2,T01-N01E
US10475007B2,T01-N02A3
US10475007B2,T01-S03
US10453116B2,T01-J05B4P
US10453116B2,T01-J11E
US10453116B2,T01-N01A
US10453116B2,T01-N02A1A
US10453116B2,T01-N02A2C
US10453116B2,T01-N02A3C
US10453116B2,T01-S03
US9177054B2,T01-N01A2A
US9177054B2,T01-N01A2C
US9177054B2,T01-N03A2
US9177054B2,T01-S03
US10460301B2,T01-N01A1
US10460301B2,T01-S03
US10460301B2,T05-L01D
US10360547B2,T01-N01A1
US10360547B2,T01-S03
US10360547B2,T05-L01D
US9672504B2,T01-N01A1
US9672504B2,T01-S03
US9672504B2,T05-L01D
US9652754B2,T01-N01A1
US9652754B2,T01-N01D3
US9652754B2,T01-S03
US9659300B2,T01-N01A
US9659300B2,T01-S03
US9830649B2,T01-J12B
US9830649B2,T01-N01A1
US9830649B2,T01-N01A2B
US9830649B2,T01-N01A2J
US9830649B2,T01-N03A2
US9830649B2,T01-S03
US9805413B2,T01-M02
US9805413B2,T01-N01A
US9805413B2,T01-N02A3C
US9805413B2,T01-N02B5
US9805413B2,T01-S03
US9805413B2,W01-C01D3C
US9805413B2,W01-C01G8S
WO2006110525A3,T01-N01A1
WO2006110525A3,T01-N02B1B
WO2006110525A3,T01-S03
WO2006110525A2,T01-N01A1
WO2006110525A2,T01-N02B1B
WO2006110525A2,T01-S03
US10318991B2,T01-J05A
US10318991B2,T01-S03
US10318955B2,T01-N01A1
US10318955B2,T01-N01D3
US10318955B2,T01-N02A2C
US10318955B2,T01-S03
US10318955B2,T05-L02
